1: (('white', 'dis_0'), 'forward', ('white', 'dis_0'), -1.0, False)
356: (('white', 'dis_2'), 'backward', ('brown', 'dis_0'), 99.0, False)
357: (('white', 'dis_2'), 'backward', ('brown', 'dis_1'), 98.0, False)
358: (('white', 'dis_2'), 'backward', ('brown', 'dis_2'), 97.0, False)
359: (('white', 'dis_2'), 'backward', ('brown', 'dis_3'), 96.0, False)
360: (('white', 'dis_2'), 'backward', ('brown', 'dis_4'), 95.0, False)
361: (('white', 'dis_2'), 'right', ('white', 'dis_0'), -1.0, False)
362: (('white', 'dis_2'), 'right', ('white', 'dis_1'), -2.0, False)
363: (('white', 'dis_2'), 'right', ('white', 'dis_2'), -3.0, False)
364: (('white', 'dis_2'), 'right', ('white', 'dis_3'), -4.0, False)
365: (('white', 'dis_2'), 'right', ('white', 'dis_4'), -5.0, False)
366: (('white', 'dis_2'), 'right', ('yellow', 'dis_0'), 19.0, False)
367: (('white', 'dis_2'), 'right', ('yellow', 'dis_1'), 18.0, False)
368: (('white', 'dis_2'), 'right', ('yellow', 'dis_2'), 17.0, False)
369: (('white', 'dis_2'), 'right', ('yellow', 'dis_3'), 16.0, False)
370: (('white', 'dis_2'), 'right', ('yellow', 'dis_4'), 15.0, False)
371: (('white', 'dis_2'), 'right', ('blue', 'dis_0'), 29.0, False)
372: (('white', 'dis_2'), 'right', ('blue', 'dis_1'), 28.0, False)
373: (('white', 'dis_2'), 'right', ('blue', 'dis_2'), 27.0, False)
374: (('white', 'dis_2'), 'right', ('blue', 'dis_3'), 26.0, False)
375: (('white', 'dis_2'), 'right', ('blue', 'dis_4'), 25.0, False)
376: (('white', 'dis_2'), 'right', ('red', 'dis_0'), 39.0, False)
377: (('white', 'dis_2'), 'right', ('red', 'dis_1'), 38.0, False)
378: (('white', 'dis_2'), 'right', ('red', 'dis_2'), 37.0, False)
379: (('white', 'dis_2'), 'right', ('red', 'dis_3'), 36.0, False)
380: (('white', 'dis_2'), 'right', ('red', 'dis_4'), 135.0, True)
381: (('white', 'dis_2'), 'right', ('black', 'dis_0'), 49.0, False)
382: (('white', 'dis_2'), 'right', ('black', 'dis_1'), 48.0, False)
383: (('white', 'dis_2'), 'right', ('black', 'dis_2'), 47.0, False)
384: (('white', 'dis_2'), 'right', ('black', 'dis_3'), 46.0, False)
385: (('white', 'dis_2'), 'right', ('black', 'dis_4'), 45.0, False)
386: (('white', 'dis_2'), 'right', ('brown', 'dis_0'), 99.0, False)
387: (('white', 'dis_2'), 'right', ('brown', 'dis_1'), 98.0, False)
388: (('white', 'dis_2'), 'right', ('brown', 'dis_2'), 97.0, False)
389: (('white', 'dis_2'), 'right', ('brown', 'dis_3'), 96.0, False)
390: (('white', 'dis_2'), 'right', ('brown', 'dis_4'), 95.0, False)
391: (('white', 'dis_2'), 'left', ('white', 'dis_0'), -1.0, False)
392: (('white', 'dis_2'), 'left', ('white', 'dis_1'), -2.0, False)
393: (('white', 'dis_2'), 'left', ('white', 'dis_2'), -3.0, False)
394: (('white', 'dis_2'), 'left', ('white', 'dis_3'), -4.0, False)
395: (('white', 'dis_2'), 'left', ('white', 'dis_4'), -5.0, False)
396: (('white', 'dis_2'), 'left', ('yellow', 'dis_0'), 19.0, False)
397: (('white', 'dis_2'), 'left', ('yellow', 'dis_1'), 18.0, False)
398: (('white', 'dis_2'), 'left', ('yellow', 'dis_2'), 17.0, False)
399: (('white', 'dis_2'), 'left', ('yellow', 'dis_3'), 16.0, False)
400: (('white', 'dis_2'), 'left', ('yellow', 'dis_4'), 15.0, False)
401: (('white', 'dis_2'), 'left', ('blue', 'dis_0'), 29.0, False)
402: (('white', 'dis_2'), 'left', ('blue', 'dis_1'), 28.0, False)
403: (('white', 'dis_2'), 'left', ('blue', 'dis_2'), 27.0, False)
404: (('white', 'dis_2'), 'left', ('blue', 'dis_3'), 26.0, False)
405: (('white', 'dis_2'), 'left', ('blue', 'dis_4'), 25.0, False)
406: (('white', 'dis_2'), 'left', ('red', 'dis_0'), 39.0, False)
407: (('white', 'dis_2'), 'left', ('red', 'dis_1'), 38.0, False)
408: (('white', 'dis_2'), 'left', ('red', 'dis_2'), 37.0, False)
409: (('white', 'dis_2'), 'left', ('red', 'dis_3'), 36.0, False)
410: (('white', 'dis_2'), 'left', ('red', 'dis_4'), 135.0, True)
411: (('white', 'dis_2'), 'left', ('black', 'dis_0'), 49.0, False)
412: (('white', 'dis_2'), 'left', ('black', 'dis_1'), 48.0, False)
413: (('white', 'dis_2'), 'left', ('black', 'dis_2'), 47.0, False)
414: (('white', 'dis_2'), 'left', ('black', 'dis_3'), 46.0, False)
415: (('white', 'dis_2'), 'left', ('black', 'dis_4'), 45.0, False)
416: (('white', 'dis_2'), 'left', ('brown', 'dis_0'), 99.0, False)
417: (('white', 'dis_2'), 'left', ('brown', 'dis_1'), 98.0, False)
418: (('white', 'dis_2'), 'left', ('brown', 'dis_2'), 97.0, False)
419: (('white', 'dis_2'), 'left', ('brown', 'dis_3'), 96.0, False)
420: (('white', 'dis_2'), 'left', ('brown', 'dis_4'), 95.0, False)
421: (('white', 'dis_2'), 'stop', ('white', 'dis_0'), -1.0, False)
422: (('white', 'dis_2'), 'stop', ('white', 'dis_1'), -2.0, False)
423: (('white', 'dis_2'), 'stop', ('white', 'dis_2'), -3.0, False)
424: (('white', 'dis_2'), 'stop', ('white', 'dis_3'), -4.0, False)
425: (('white', 'dis_2'), 'stop', ('white', 'dis_4'), -5.0, False)
426: (('white', 'dis_2'), 'stop', ('yellow', 'dis_0'), 19.0, False)
427: (('white', 'dis_2'), 'stop', ('yellow', 'dis_1'), 18.0, False)
428: (('white', 'dis_2'), 'stop', ('yellow', 'dis_2'), 17.0, False)
429: (('white', 'dis_2'), 'stop', ('yellow', 'dis_3'), 16.0, False)
430: (('white', 'dis_2'), 'stop', ('yellow', 'dis_4'), 15.0, False)
431: (('white', 'dis_2'), 'stop', ('blue', 'dis_0'), 29.0, False)
432: (('white', 'dis_2'), 'stop', ('blue', 'dis_1'), 28.0, False)
433: (('white', 'dis_2'), 'stop', ('blue', 'dis_2'), 27.0, False)
434: (('white', 'dis_2'), 'stop', ('blue', 'dis_3'), 26.0, False)
435: (('white', 'dis_2'), 'stop', ('blue', 'dis_4'), 25.0, False)
436: (('white', 'dis_2'), 'stop', ('red', 'dis_0'), 39.0, False)
437: (('white', 'dis_2'), 'stop', ('red', 'dis_1'), 38.0, False)
438: (('white', 'dis_2'), 'stop', ('red', 'dis_2'), 37.0, False)
439: (('white', 'dis_2'), 'stop', ('red', 'dis_3'), 36.0, False)
440: (('white', 'dis_2'), 'stop', ('red', 'dis_4'), 135.0, True)
441: (('white', 'dis_2'), 'stop', ('black', 'dis_0'), 49.0, False)
442: (('white', 'dis_2'), 'stop', ('black', 'dis_1'), 48.0, False)
443: (('white', 'dis_2'), 'stop', ('black', 'dis_2'), 47.0, False)
444: (('white', 'dis_2'), 'stop', ('black', 'dis_3'), 46.0, False)
445: (('white', 'dis_2'), 'stop', ('black', 'dis_4'), 45.0, False)
446: (('white', 'dis_2'), 'stop', ('brown', 'dis_0'), 99.0, False)
447: (('white', 'dis_2'), 'stop', ('brown', 'dis_1'), 98.0, False)
448: (('white', 'dis_2'), 'stop', ('brown', 'dis_2'), 97.0, False)
449: (('white', 'dis_2'), 'stop', ('brown', 'dis_3'), 96.0, False)
450: (('white', 'dis_2'), 'stop', ('brown', 'dis_4'), 95.0, False)
451: (('white', 'dis_3'), 'forward', ('white', 'dis_0'), -1.0, False)
452: (('white', 'dis_3'), 'forward', ('white', 'dis_1'), -2.0, False)
453: (('white', 'dis_3'), 'forward', ('white', 'dis_2'), -3.0, False)
454: (('white', 'dis_3'), 'forward', ('white', 'dis_3'), -4.0, False)
455: (('white', 'dis_3'), 'forward', ('white', 'dis_4'), -5.0, False)
456: (('white', 'dis_3'), 'forward', ('yellow', 'dis_0'), 19.0, False)
457: (('white', 'dis_3'), 'forward', ('yellow', 'dis_1'), 18.0, False)
458: (('white', 'dis_3'), 'forward', ('yellow', 'dis_2'), 17.0, False)
459: (('white', 'dis_3'), 'forward', ('yellow', 'dis_3'), 16.0, False)
460: (('white', 'dis_3'), 'forward', ('yellow', 'dis_4'), 15.0, False)
461: (('white', 'dis_3'), 'forward', ('blue', 'dis_0'), 29.0, False)
462: (('white', 'dis_3'), 'forward', ('blue', 'dis_1'), 28.0, False)
463: (('white', 'dis_3'), 'forward', ('blue', 'dis_2'), 27.0, False)
464: (('white', 'dis_3'), 'forward', ('blue', 'dis_3'), 26.0, False)
465: (('white', 'dis_3'), 'forward', ('blue', 'dis_4'), 25.0, False)
466: (('white', 'dis_3'), 'forward', ('red', 'dis_0'), 39.0, False)
467: (('white', 'dis_3'), 'forward', ('red', 'dis_1'), 38.0, False)
468: (('white', 'dis_3'), 'forward', ('red', 'dis_2'), 37.0, False)
469: (('white', 'dis_3'), 'forward', ('red', 'dis_3'), 36.0, False)
470: (('white', 'dis_3'), 'forward', ('red', 'dis_4'), 135.0, True)
471: (('white', 'dis_3'), 'forward', ('black', 'dis_0'), 49.0, False)
472: (('white', 'dis_3'), 'forward', ('black', 'dis_1'), 48.0, False)
473: (('white', 'dis_3'), 'forward', ('black', 'dis_2'), 47.0, False)
474: (('white', 'dis_3'), 'forward', ('black', 'dis_3'), 46.0, False)
475: (('white', 'dis_3'), 'forward', ('black', 'dis_4'), 45.0, False)
476: (('white', 'dis_3'), 'forward', ('brown', 'dis_0'), 99.0, False)
477: (('white', 'dis_3'), 'forward', ('brown', 'dis_1'), 98.0, False)
478: (('white', 'dis_3'), 'forward', ('brown', 'dis_2'), 97.0, False)
479: (('white', 'dis_3'), 'forward', ('brown', 'dis_3'), 96.0, False)
480: (('white', 'dis_3'), 'forward', ('brown', 'dis_4'), 95.0, False)
481: (('white', 'dis_3'), 'backward', ('white', 'dis_0'), -1.0, False)
482: (('white', 'dis_3'), 'backward', ('white', 'dis_1'), -2.0, False)
483: (('white', 'dis_3'), 'backward', ('white', 'dis_2'), -3.0, False)
484: (('white', 'dis_3'), 'backward', ('white', 'dis_3'), -4.0, False)
485: (('white', 'dis_3'), 'backward', ('white', 'dis_4'), -5.0, False)
486: (('white', 'dis_3'), 'backward', ('yellow', 'dis_0'), 19.0, False)
487: (('white', 'dis_3'), 'backward', ('yellow', 'dis_1'), 18.0, False)
488: (('white', 'dis_3'), 'backward', ('yellow', 'dis_2'), 17.0, False)
489: (('white', 'dis_3'), 'backward', ('yellow', 'dis_3'), 16.0, False)
490: (('white', 'dis_3'), 'backward', ('yellow', 'dis_4'), 15.0, False)
491: (('white', 'dis_3'), 'backward', ('blue', 'dis_0'), 29.0, False)
492: (('white', 'dis_3'), 'backward', ('blue', 'dis_1'), 28.0, False)
493: (('white', 'dis_3'), 'backward', ('blue', 'dis_2'), 27.0, False)
494: (('white', 'dis_3'), 'backward', ('blue', 'dis_3'), 26.0, False)
495: (('white', 'dis_3'), 'backward', ('blue', 'dis_4'), 25.0, False)
496: (('white', 'dis_3'), 'backward', ('red', 'dis_0'), 39.0, False)
497: (('white', 'dis_3'), 'backward', ('red', 'dis_1'), 38.0, False)
498: (('white', 'dis_3'), 'backward', ('red', 'dis_2'), 37.0, False)
499: (('white', 'dis_3'), 'backward', ('red', 'dis_3'), 36.0, False)
500: (('white', 'dis_3'), 'backward', ('red', 'dis_4'), 135.0, True)
501: (('white', 'dis_3'), 'backward', ('black', 'dis_0'), 49.0, False)
502: (('white', 'dis_3'), 'backward', ('black', 'dis_1'), 48.0, False)
503: (('white', 'dis_3'), 'backward', ('black', 'dis_2'), 47.0, False)
504: (('white', 'dis_3'), 'backward', ('black', 'dis_3'), 46.0, False)
505: (('white', 'dis_3'), 'backward', ('black', 'dis_4'), 45.0, False)
506: (('white', 'dis_3'), 'backward', ('brown', 'dis_0'), 99.0, False)
507: (('white', 'dis_3'), 'backward', ('brown', 'dis_1'), 98.0, False)
508: (('white', 'dis_3'), 'backward', ('brown', 'dis_2'), 97.0, False)
509: (('white', 'dis_3'), 'backward', ('brown', 'dis_3'), 96.0, False)
510: (('white', 'dis_3'), 'backward', ('brown', 'dis_4'), 95.0, False)
511: (('white', 'dis_3'), 'right', ('white', 'dis_0'), -1.0, False)
512: (('white', 'dis_3'), 'right', ('white', 'dis_1'), -2.0, False)
513: (('white', 'dis_3'), 'right', ('white', 'dis_2'), -3.0, False)
514: (('white', 'dis_3'), 'right', ('white', 'dis_3'), -4.0, False)
515: (('white', 'dis_3'), 'right', ('white', 'dis_4'), -5.0, False)
516: (('white', 'dis_3'), 'right', ('yellow', 'dis_0'), 19.0, False)
517: (('white', 'dis_3'), 'right', ('yellow', 'dis_1'), 18.0, False)
518: (('white', 'dis_3'), 'right', ('yellow', 'dis_2'), 17.0, False)
519: (('white', 'dis_3'), 'right', ('yellow', 'dis_3'), 16.0, False)
520: (('white', 'dis_3'), 'right', ('yellow', 'dis_4'), 15.0, False)
521: (('white', 'dis_3'), 'right', ('blue', 'dis_0'), 29.0, False)
522: (('white', 'dis_3'), 'right', ('blue', 'dis_1'), 28.0, False)
523: (('white', 'dis_3'), 'right', ('blue', 'dis_2'), 27.0, False)
524: (('white', 'dis_3'), 'right', ('blue', 'dis_3'), 26.0, False)
525: (('white', 'dis_3'), 'right', ('blue', 'dis_4'), 25.0, False)
526: (('white', 'dis_3'), 'right', ('red', 'dis_0'), 39.0, False)
527: (('white', 'dis_3'), 'right', ('red', 'dis_1'), 38.0, False)
528: (('white', 'dis_3'), 'right', ('red', 'dis_2'), 37.0, False)
529: (('white', 'dis_3'), 'right', ('red', 'dis_3'), 36.0, False)
530: (('white', 'dis_3'), 'right', ('red', 'dis_4'), 135.0, True)
531: (('white', 'dis_3'), 'right', ('black', 'dis_0'), 49.0, False)
532: (('white', 'dis_3'), 'right', ('black', 'dis_1'), 48.0, False)
533: (('white', 'dis_3'), 'right', ('black', 'dis_2'), 47.0, False)
534: (('white', 'dis_3'), 'right', ('black', 'dis_3'), 46.0, False)
535: (('white', 'dis_3'), 'right', ('black', 'dis_4'), 45.0, False)
536: (('white', 'dis_3'), 'right', ('brown', 'dis_0'), 99.0, False)
537: (('white', 'dis_3'), 'right', ('brown', 'dis_1'), 98.0, False)
538: (('white', 'dis_3'), 'right', ('brown', 'dis_2'), 97.0, False)
539: (('white', 'dis_3'), 'right', ('brown', 'dis_3'), 96.0, False)
540: (('white', 'dis_3'), 'right', ('brown', 'dis_4'), 95.0, False)
541: (('white', 'dis_3'), 'left', ('white', 'dis_0'), -1.0, False)
542: (('white', 'dis_3'), 'left', ('white', 'dis_1'), -2.0, False)
543: (('white', 'dis_3'), 'left', ('white', 'dis_2'), -3.0, False)
544: (('white', 'dis_3'), 'left', ('white', 'dis_3'), -4.0, False)
545: (('white', 'dis_3'), 'left', ('white', 'dis_4'), -5.0, False)
546: (('white', 'dis_3'), 'left', ('yellow', 'dis_0'), 19.0, False)
547: (('white', 'dis_3'), 'left', ('yellow', 'dis_1'), 18.0, False)
548: (('white', 'dis_3'), 'left', ('yellow', 'dis_2'), 17.0, False)
549: (('white', 'dis_3'), 'left', ('yellow', 'dis_3'), 16.0, False)
550: (('white', 'dis_3'), 'left', ('yellow', 'dis_4'), 15.0, False)
551: (('white', 'dis_3'), 'left', ('blue', 'dis_0'), 29.0, False)
552: (('white', 'dis_3'), 'left', ('blue', 'dis_1'), 28.0, False)
553: (('white', 'dis_3'), 'left', ('blue', 'dis_2'), 27.0, False)
554: (('white', 'dis_3'), 'left', ('blue', 'dis_3'), 26.0, False)
555: (('white', 'dis_3'), 'left', ('blue', 'dis_4'), 25.0, False)
556: (('white', 'dis_3'), 'left', ('red', 'dis_0'), 39.0, False)
557: (('white', 'dis_3'), 'left', ('red', 'dis_1'), 38.0, False)
558: (('white', 'dis_3'), 'left', ('red', 'dis_2'), 37.0, False)
559: (('white', 'dis_3'), 'left', ('red', 'dis_3'), 36.0, False)
560: (('white', 'dis_3'), 'left', ('red', 'dis_4'), 135.0, True)
561: (('white', 'dis_3'), 'left', ('black', 'dis_0'), 49.0, False)
562: (('white', 'dis_3'), 'left', ('black', 'dis_1'), 48.0, False)
563: (('white', 'dis_3'), 'left', ('black', 'dis_2'), 47.0, False)
564: (('white', 'dis_3'), 'left', ('black', 'dis_3'), 46.0, False)
565: (('white', 'dis_3'), 'left', ('black', 'dis_4'), 45.0, False)
566: (('white', 'dis_3'), 'left', ('brown', 'dis_0'), 99.0, False)
567: (('white', 'dis_3'), 'left', ('brown', 'dis_1'), 98.0, False)
568: (('white', 'dis_3'), 'left', ('brown', 'dis_2'), 97.0, False)
569: (('white', 'dis_3'), 'left', ('brown', 'dis_3'), 96.0, False)
570: (('white', 'dis_3'), 'left', ('brown', 'dis_4'), 95.0, False)
571: (('white', 'dis_3'), 'stop', ('white', 'dis_0'), -1.0, False)
572: (('white', 'dis_3'), 'stop', ('white', 'dis_1'), -2.0, False)
573: (('white', 'dis_3'), 'stop', ('white', 'dis_2'), -3.0, False)
574: (('white', 'dis_3'), 'stop', ('white', 'dis_3'), -4.0, False)
575: (('white', 'dis_3'), 'stop', ('white', 'dis_4'), -5.0, False)
576: (('white', 'dis_3'), 'stop', ('yellow', 'dis_0'), 19.0, False)
577: (('white', 'dis_3'), 'stop', ('yellow', 'dis_1'), 18.0, False)
578: (('white', 'dis_3'), 'stop', ('yellow', 'dis_2'), 17.0, False)
579: (('white', 'dis_3'), 'stop', ('yellow', 'dis_3'), 16.0, False)
580: (('white', 'dis_3'), 'stop', ('yellow', 'dis_4'), 15.0, False)
581: (('white', 'dis_3'), 'stop', ('blue', 'dis_0'), 29.0, False)
582: (('white', 'dis_3'), 'stop', ('blue', 'dis_1'), 28.0, False)
583: (('white', 'dis_3'), 'stop', ('blue', 'dis_2'), 27.0, False)
584: (('white', 'dis_3'), 'stop', ('blue', 'dis_3'), 26.0, False)
585: (('white', 'dis_3'), 'stop', ('blue', 'dis_4'), 25.0, False)
586: (('white', 'dis_3'), 'stop', ('red', 'dis_0'), 39.0, False)
587: (('white', 'dis_3'), 'stop', ('red', 'dis_1'), 38.0, False)
588: (('white', 'dis_3'), 'stop', ('red', 'dis_2'), 37.0, False)
589: (('white', 'dis_3'), 'stop', ('red', 'dis_3'), 36.0, False)
590: (('white', 'dis_3'), 'stop', ('red', 'dis_4'), 135.0, True)
591: (('white', 'dis_3'), 'stop', ('black', 'dis_0'), 49.0, False)
592: (('white', 'dis_3'), 'stop', ('black', 'dis_1'), 48.0, False)
593: (('white', 'dis_3'), 'stop', ('black', 'dis_2'), 47.0, False)
594: (('white', 'dis_3'), 'stop', ('black', 'dis_3'), 46.0, False)
595: (('white', 'dis_3'), 'stop', ('black', 'dis_4'), 45.0, False)
596: (('white', 'dis_3'), 'stop', ('brown', 'dis_0'), 99.0, False)
597: (('white', 'dis_3'), 'stop', ('brown', 'dis_1'), 98.0, False)
598: (('white', 'dis_3'), 'stop', ('brown', 'dis_2'), 97.0, False)
599: (('white', 'dis_3'), 'stop', ('brown', 'dis_3'), 96.0, False)
600: (('white', 'dis_3'), 'stop', ('brown', 'dis_4'), 95.0, False)
601: (('white', 'dis_4'), 'forward', ('white', 'dis_0'), -1.0, False)
602: (('white', 'dis_4'), 'forward', ('white', 'dis_1'), -2.0, False)
603: (('white', 'dis_4'), 'forward', ('white', 'dis_2'), -3.0, False)
604: (('white', 'dis_4'), 'forward', ('white', 'dis_3'), -4.0, False)
605: (('white', 'dis_4'), 'forward', ('white', 'dis_4'), -5.0, False)
606: (('white', 'dis_4'), 'forward', ('yellow', 'dis_0'), 19.0, False)
607: (('white', 'dis_4'), 'forward', ('yellow', 'dis_1'), 18.0, False)
608: (('white', 'dis_4'), 'forward', ('yellow', 'dis_2'), 17.0, False)
609: (('white', 'dis_4'), 'forward', ('yellow', 'dis_3'), 16.0, False)
610: (('white', 'dis_4'), 'forward', ('yellow', 'dis_4'), 15.0, False)
611: (('white', 'dis_4'), 'forward', ('blue', 'dis_0'), 29.0, False)
612: (('white', 'dis_4'), 'forward', ('blue', 'dis_1'), 28.0, False)
613: (('white', 'dis_4'), 'forward', ('blue', 'dis_2'), 27.0, False)
614: (('white', 'dis_4'), 'forward', ('blue', 'dis_3'), 26.0, False)
615: (('white', 'dis_4'), 'forward', ('blue', 'dis_4'), 25.0, False)
616: (('white', 'dis_4'), 'forward', ('red', 'dis_0'), 39.0, False)
617: (('white', 'dis_4'), 'forward', ('red', 'dis_1'), 38.0, False)
618: (('white', 'dis_4'), 'forward', ('red', 'dis_2'), 37.0, False)
619: (('white', 'dis_4'), 'forward', ('red', 'dis_3'), 36.0, False)
620: (('white', 'dis_4'), 'forward', ('red', 'dis_4'), 135.0, True)
621: (('white', 'dis_4'), 'forward', ('black', 'dis_0'), 49.0, False)
622: (('white', 'dis_4'), 'forward', ('black', 'dis_1'), 48.0, False)
623: (('white', 'dis_4'), 'forward', ('black', 'dis_2'), 47.0, False)
624: (('white', 'dis_4'), 'forward', ('black', 'dis_3'), 46.0, False)
625: (('white', 'dis_4'), 'forward', ('black', 'dis_4'), 45.0, False)
626: (('white', 'dis_4'), 'forward', ('brown', 'dis_0'), 99.0, False)
627: (('white', 'dis_4'), 'forward', ('brown', 'dis_1'), 98.0, False)
628: (('white', 'dis_4'), 'forward', ('brown', 'dis_2'), 97.0, False)
629: (('white', 'dis_4'), 'forward', ('brown', 'dis_3'), 96.0, False)
630: (('white', 'dis_4'), 'forward', ('brown', 'dis_4'), 95.0, False)
631: (('white', 'dis_4'), 'backward', ('white', 'dis_0'), -1.0, False)
632: (('white', 'dis_4'), 'backward', ('white', 'dis_1'), -2.0, False)
633: (('white', 'dis_4'), 'backward', ('white', 'dis_2'), -3.0, False)
634: (('white', 'dis_4'), 'backward', ('white', 'dis_3'), -4.0, False)
635: (('white', 'dis_4'), 'backward', ('white', 'dis_4'), -5.0, False)
636: (('white', 'dis_4'), 'backward', ('yellow', 'dis_0'), 19.0, False)
637: (('white', 'dis_4'), 'backward', ('yellow', 'dis_1'), 18.0, False)
638: (('white', 'dis_4'), 'backward', ('yellow', 'dis_2'), 17.0, False)
639: (('white', 'dis_4'), 'backward', ('yellow', 'dis_3'), 16.0, False)
640: (('white', 'dis_4'), 'backward', ('yellow', 'dis_4'), 15.0, False)
641: (('white', 'dis_4'), 'backward', ('blue', 'dis_0'), 29.0, False)
642: (('white', 'dis_4'), 'backward', ('blue', 'dis_1'), 28.0, False)
643: (('white', 'dis_4'), 'backward', ('blue', 'dis_2'), 27.0, False)
644: (('white', 'dis_4'), 'backward', ('blue', 'dis_3'), 26.0, False)
645: (('white', 'dis_4'), 'backward', ('blue', 'dis_4'), 25.0, False)
646: (('white', 'dis_4'), 'backward', ('red', 'dis_0'), 39.0, False)
647: (('white', 'dis_4'), 'backward', ('red', 'dis_1'), 38.0, False)
648: (('white', 'dis_4'), 'backward', ('red', 'dis_2'), 37.0, False)
649: (('white', 'dis_4'), 'backward', ('red', 'dis_3'), 36.0, False)
650: (('white', 'dis_4'), 'backward', ('red', 'dis_4'), 135.0, True)
